Reading,Receive,Value,Unit,Data Quality
2025-06-05 08:54:23,2025-06-05 08:55:05,0.00,in,A
2025-06-05 07:54:23,2025-06-05 07:55:05,0.00,in,A
2025-06-05 06:54:23,2025-06-05 06:55:03,0.00,in,A
2025-06-05 05:54:23,2025-06-05 05:55:04,0.00,in,A
2025-06-05 04:54:23,2025-06-05 04:55:04,0.00,in,A
2025-06-05 03:54:23,2025-06-05 03:55:05,0.00,in,A
2025-06-05 02:54:23,2025-06-05 02:55:04,0.00,in,A
2025-06-05 01:54:23,2025-06-05 01:55:05,0.00,in,A
2025-06-05 00:54:23,2025-06-05 00:55:05,0.00,in,A
2025-06-04 23:54:23,2025-06-04 23:55:04,0.00,in,A
2025-06-04 22:54:23,2025-06-04 22:55:05,0.00,in,A
2025-06-04 21:54:23,2025-06-04 21:55:05,0.00,in,A
2025-06-04 20:54:23,2025-06-04 20:55:04,0.00,in,A
2025-06-04 19:54:23,2025-06-04 19:55:05,0.00,in,A
2025-06-04 18:54:23,2025-06-04 18:55:04,0.00,in,A
2025-06-04 17:54:23,2025-06-04 17:55:05,0.00,in,A
2025-06-04 16:54:23,2025-06-04 16:55:05,0.00,in,A
2025-06-04 15:54:23,2025-06-04 15:55:06,0.00,in,A
2025-06-04 14:54:23,2025-06-04 14:55:04,0.00,in,A
2025-06-04 13:54:23,2025-06-04 13:55:05,0.00,in,A
2025-06-04 12:54:23,2025-06-04 12:55:06,0.00,in,A
2025-06-04 11:54:23,2025-06-04 11:55:06,0.00,in,A
2025-06-04 10:54:23,2025-06-04 10:55:05,0.00,in,A
2025-06-04 09:54:23,2025-06-04 09:55:06,0.00,in,A
2025-06-04 08:54:23,2025-06-04 08:55:05,0.00,in,A
2025-06-04 07:54:23,2025-06-04 07:55:04,0.00,in,A
2025-06-04 06:54:23,2025-06-04 06:55:04,0.00,in,A
2025-06-04 05:54:23,2025-06-04 05:55:04,0.00,in,A
2025-06-04 04:54:23,2025-06-04 04:55:04,0.00,in,A
2025-06-04 03:54:23,2025-06-04 03:55:04,0.00,in,A
2025-06-04 02:54:23,2025-06-04 02:55:04,0.00,in,A
2025-06-04 01:54:23,2025-06-04 01:55:04,0.00,in,A
2025-06-04 00:54:23,2025-06-04 00:55:05,0.00,in,A
2025-06-03 23:54:23,2025-06-03 23:55:05,0.00,in,A
2025-06-03 22:54:23,2025-06-03 22:55:05,0.00,in,A
2025-06-03 21:54:23,2025-06-03 21:55:04,0.00,in,A
2025-06-03 20:54:23,2025-06-03 20:55:05,0.00,in,A
2025-06-03 19:54:23,2025-06-03 19:55:04,0.00,in,A
2025-06-03 18:54:23,2025-06-03 18:55:05,0.00,in,A
2025-06-03 17:54:23,2025-06-03 17:55:04,0.00,in,A
2025-06-03 16:54:23,2025-06-03 16:55:06,0.00,in,A
2025-06-03 15:54:23,2025-06-03 15:55:04,0.00,in,A
2025-06-03 14:54:23,2025-06-03 14:55:04,0.00,in,A
2025-06-03 13:54:23,2025-06-03 13:55:05,0.00,in,A
2025-06-03 12:54:23,2025-06-03 12:55:05,0.00,in,A
2025-06-03 11:54:23,2025-06-03 11:55:04,0.00,in,A
2025-06-03 10:54:23,2025-06-03 10:55:04,0.00,in,A
2025-06-03 09:54:23,2025-06-03 09:55:05,0.00,in,A
2025-06-03 08:54:23,2025-06-03 08:55:04,0.00,in,A
2025-06-03 07:54:23,2025-06-03 07:55:04,0.00,in,A
2025-06-03 06:54:23,2025-06-03 06:55:05,0.00,in,A
2025-06-03 05:54:23,2025-06-03 05:55:05,0.00,in,A
2025-06-03 04:54:23,2025-06-03 04:55:05,0.00,in,A
2025-06-03 03:54:23,2025-06-03 03:55:04,0.00,in,A
2025-06-03 02:54:23,2025-06-03 02:55:05,0.00,in,A
2025-06-03 01:54:23,2025-06-03 01:55:05,0.00,in,A
2025-06-03 00:54:23,2025-06-03 00:55:04,0.00,in,A
2025-06-02 23:54:23,2025-06-02 23:55:04,0.00,in,A
2025-06-02 22:54:23,2025-06-02 22:55:04,0.00,in,A
2025-06-02 21:54:23,2025-06-02 21:55:05,0.00,in,A
2025-06-02 20:54:23,2025-06-02 20:55:05,0.00,in,A
2025-06-02 19:54:23,2025-06-02 19:55:04,0.00,in,A
2025-06-02 18:54:23,2025-06-02 18:55:04,0.00,in,A
2025-06-02 17:54:23,2025-06-02 17:55:05,0.00,in,A
2025-06-02 16:54:23,2025-06-02 16:55:04,0.00,in,A
2025-06-02 15:54:23,2025-06-02 15:55:04,0.00,in,A
2025-06-02 14:54:23,2025-06-02 14:55:05,0.00,in,A
2025-06-02 13:54:23,2025-06-02 13:55:06,0.00,in,A
2025-06-02 12:54:23,2025-06-02 12:55:04,0.00,in,A
2025-06-02 11:54:23,2025-06-02 11:55:05,0.00,in,A
2025-06-02 10:54:23,2025-06-02 10:55:05,0.00,in,A
2025-06-02 09:54:23,2025-06-02 09:55:04,0.00,in,A
2025-06-02 08:54:23,2025-06-02 08:55:04,0.00,in,A
2025-06-02 07:54:23,2025-06-02 07:55:06,0.00,in,A
2025-06-02 06:54:23,2025-06-02 06:55:05,0.00,in,A
2025-06-02 05:54:23,2025-06-02 05:55:05,0.00,in,A
2025-06-02 04:54:23,2025-06-02 04:55:05,0.00,in,A
2025-06-02 03:54:23,2025-06-02 03:55:04,0.00,in,A
2025-06-02 02:54:23,2025-06-02 02:55:05,0.00,in,A
2025-06-02 01:54:23,2025-06-02 01:55:05,0.00,in,A
2025-06-02 00:54:23,2025-06-02 00:55:06,0.00,in,A
2025-06-01 23:54:23,2025-06-01 23:55:05,0.00,in,A
2025-06-01 22:54:23,2025-06-01 22:55:05,0.00,in,A
2025-06-01 21:54:23,2025-06-01 21:55:04,0.00,in,A
2025-06-01 20:54:23,2025-06-01 20:55:05,0.00,in,A
2025-06-01 19:54:23,2025-06-01 19:55:05,0.00,in,A
2025-06-01 18:54:23,2025-06-01 18:55:05,0.00,in,A
2025-06-01 17:54:23,2025-06-01 17:55:04,0.00,in,A
2025-06-01 16:54:23,2025-06-01 16:55:05,0.00,in,A
2025-06-01 15:54:23,2025-06-01 15:55:06,0.00,in,A
2025-06-01 14:54:23,2025-06-01 14:55:07,0.00,in,A
2025-06-01 13:54:23,2025-06-01 13:55:05,0.00,in,A
2025-06-01 12:54:23,2025-06-01 12:55:05,0.00,in,A
2025-06-01 11:54:23,2025-06-01 11:55:05,0.00,in,A
2025-06-01 10:54:23,2025-06-01 10:55:05,0.00,in,A
2025-06-01 09:54:23,2025-06-01 09:55:04,0.00,in,A
2025-06-01 08:54:23,2025-06-01 08:55:04,0.00,in,A
2025-06-01 07:54:23,2025-06-01 07:55:06,0.00,in,A
2025-06-01 06:54:23,2025-06-01 06:55:04,0.00,in,A
2025-06-01 05:54:23,2025-06-01 05:55:05,0.00,in,A
2025-06-01 04:54:23,2025-06-01 04:55:06,0.00,in,A
2025-06-01 03:54:23,2025-06-01 03:55:05,0.00,in,A
2025-06-01 02:54:23,2025-06-01 02:55:05,0.00,in,A
2025-06-01 01:54:23,2025-06-01 01:55:05,0.00,in,A
2025-06-01 00:54:23,2025-06-01 00:55:05,0.00,in,A
2025-05-31 23:54:23,2025-05-31 23:55:04,0.00,in,A
2025-05-31 22:54:23,2025-05-31 22:55:05,0.00,in,A
2025-05-31 21:54:23,2025-05-31 21:55:06,0.00,in,A
2025-05-31 20:54:23,2025-05-31 20:55:05,0.00,in,A
2025-05-31 19:54:23,2025-05-31 19:55:05,0.00,in,A
2025-05-31 18:54:23,2025-05-31 18:55:04,0.00,in,A
2025-05-31 17:54:23,2025-05-31 17:55:05,0.00,in,A
2025-05-31 16:54:23,2025-05-31 16:55:05,0.00,in,A
2025-05-31 15:54:23,2025-05-31 15:55:05,0.00,in,A
2025-05-31 14:54:23,2025-05-31 14:55:05,0.00,in,A
2025-05-31 13:54:23,2025-05-31 13:55:05,0.00,in,A
2025-05-31 12:54:23,2025-05-31 12:55:05,0.00,in,A
2025-05-31 11:54:23,2025-05-31 11:55:05,0.00,in,A
2025-05-31 10:54:23,2025-05-31 10:55:05,0.00,in,A
2025-05-31 09:54:23,2025-05-31 09:55:05,0.00,in,A
2025-05-31 08:54:23,2025-05-31 08:55:05,0.00,in,A
2025-05-31 07:54:23,2025-05-31 07:55:05,0.00,in,A
2025-05-31 06:54:23,2025-05-31 06:55:04,0.00,in,A
2025-05-31 05:54:23,2025-05-31 05:55:04,0.00,in,A
2025-05-31 04:54:23,2025-05-31 04:55:05,0.00,in,A
2025-05-31 03:54:23,2025-05-31 03:55:05,0.00,in,A
2025-05-31 02:54:23,2025-05-31 02:55:05,0.00,in,A
2025-05-31 01:54:23,2025-05-31 01:55:05,0.00,in,A
2025-05-31 00:54:23,2025-05-31 00:55:05,0.00,in,A
2025-05-30 23:54:23,2025-05-30 23:55:04,0.00,in,A
2025-05-30 22:54:23,2025-05-30 22:55:04,0.00,in,A
2025-05-30 21:54:23,2025-05-30 21:55:04,0.00,in,A
2025-05-30 20:54:23,2025-05-30 20:55:04,0.00,in,A
2025-05-30 19:54:23,2025-05-30 19:55:06,0.00,in,A
2025-05-30 18:54:23,2025-05-30 18:55:05,0.00,in,A
2025-05-30 17:54:23,2025-05-30 17:55:04,0.00,in,A
2025-05-30 16:54:23,2025-05-30 16:55:06,0.00,in,A
2025-05-30 15:54:23,2025-05-30 15:55:04,0.00,in,A
2025-05-30 14:54:23,2025-05-30 14:55:05,0.00,in,A
2025-05-30 13:54:23,2025-05-30 13:55:10,0.00,in,A
2025-05-30 12:54:23,2025-05-30 12:55:06,0.00,in,A
2025-05-30 11:54:23,2025-05-30 11:55:05,0.00,in,A
2025-05-30 10:54:23,2025-05-30 10:55:05,0.00,in,A
2025-05-30 09:54:23,2025-05-30 09:55:05,0.00,in,A
2025-05-30 08:54:23,2025-05-30 08:55:05,0.00,in,A
2025-05-30 07:54:23,2025-05-30 07:55:05,0.00,in,A
2025-05-30 06:54:23,2025-05-30 06:55:05,0.00,in,A
2025-05-30 05:54:23,2025-05-30 05:55:05,0.00,in,A
2025-05-30 04:54:23,2025-05-30 04:55:05,0.00,in,A
2025-05-30 03:54:23,2025-05-30 03:55:06,0.00,in,A
2025-05-30 02:54:23,2025-05-30 02:55:06,0.00,in,A
2025-05-30 01:54:23,2025-05-30 01:55:05,0.00,in,A
2025-05-30 00:54:23,2025-05-30 00:55:05,0.00,in,A
2025-05-29 23:54:23,2025-05-29 23:55:05,0.00,in,A
2025-05-29 22:54:23,2025-05-29 22:55:05,0.00,in,A
2025-05-29 21:54:23,2025-05-29 21:55:05,0.00,in,A
2025-05-29 20:54:23,2025-05-29 20:55:05,0.00,in,A
2025-05-29 19:54:23,2025-05-29 19:55:05,0.00,in,A
2025-05-29 18:54:23,2025-05-29 18:55:04,0.00,in,A
2025-05-29 17:54:23,2025-05-29 17:55:06,0.00,in,A
2025-05-29 16:54:23,2025-05-29 16:55:04,0.00,in,A
2025-05-29 15:54:23,2025-05-29 15:55:06,0.00,in,A
2025-05-29 14:54:23,2025-05-29 14:55:05,0.00,in,A
2025-05-29 13:54:23,2025-05-29 13:55:06,0.00,in,A
2025-05-29 12:54:23,2025-05-29 12:55:05,0.00,in,A
2025-05-29 11:54:23,2025-05-29 11:55:04,0.00,in,A
2025-05-29 10:54:23,2025-05-29 10:55:04,0.00,in,A
2025-05-29 09:54:23,2025-05-29 09:55:05,0.00,in,A
2025-05-29 08:54:23,2025-05-29 08:55:05,0.00,in,A
2025-05-29 07:54:23,2025-05-29 07:55:04,0.00,in,A
2025-05-29 06:54:23,2025-05-29 06:55:05,0.00,in,A
2025-05-29 05:54:23,2025-05-29 05:55:05,0.00,in,A
2025-05-29 04:54:23,2025-05-29 04:55:05,0.00,in,A
2025-05-29 03:54:23,2025-05-29 03:55:04,0.00,in,A
2025-05-29 02:54:23,2025-05-29 02:55:05,0.00,in,A
2025-05-29 01:54:23,2025-05-29 01:55:05,0.00,in,A
2025-05-29 00:54:23,2025-05-29 00:55:04,0.00,in,A
2025-05-28 23:54:23,2025-05-28 23:55:04,0.00,in,A
2025-05-28 22:54:23,2025-05-28 22:55:06,0.00,in,A
2025-05-28 21:54:23,2025-05-28 21:55:05,0.00,in,A
2025-05-28 20:54:23,2025-05-28 20:55:05,0.00,in,A
2025-05-28 19:54:23,2025-05-28 19:55:06,0.00,in,A
2025-05-28 18:54:23,2025-05-28 18:55:06,0.00,in,A
2025-05-28 17:54:23,2025-05-28 17:55:05,0.00,in,A
2025-05-28 16:54:23,2025-05-28 16:55:06,0.00,in,A
2025-05-28 16:02:30,2025-05-28 16:05:06,0.01,in,A
2025-05-28 15:54:23,2025-05-28 15:55:08,0.00,in,A
2025-05-28 15:32:33,2025-05-28 15:35:06,0.01,in,A
2025-05-28 15:20:28,2025-05-28 15:25:07,0.01,in,A
2025-05-28 15:00:21,2025-05-28 15:05:06,0.01,in,A
2025-05-28 14:54:23,2025-05-28 14:55:08,0.00,in,A
2025-05-28 14:50:35,2025-05-28 14:55:06,0.01,in,A
2025-05-28 14:44:41,2025-05-28 14:45:07,0.01,in,A
2025-05-28 14:39:44,2025-05-28 14:45:07,0.01,in,A
2025-05-28 14:34:45,2025-05-28 14:35:08,0.01,in,A
2025-05-28 14:30:48,2025-05-28 14:35:06,0.01,in,A
2025-05-28 14:28:27,2025-05-28 14:30:08,0.01,in,A
2025-05-28 14:26:08,2025-05-28 14:30:08,0.01,in,A
2025-05-28 14:24:06,2025-05-28 14:25:08,0.01,in,A
2025-05-28 14:22:05,2025-05-28 14:25:07,0.01,in,A
2025-05-28 14:20:10,2025-05-28 14:25:06,0.01,in,A
2025-05-28 14:18:32,2025-05-28 14:20:10,0.01,in,A
2025-05-28 14:17:14,2025-05-28 14:20:09,0.01,in,A
2025-05-28 14:15:43,2025-05-28 14:20:09,0.01,in,A
2025-05-28 14:14:15,2025-05-28 14:15:10,0.01,in,A
2025-05-28 14:12:48,2025-05-28 14:15:10,0.01,in,A
2025-05-28 14:11:23,2025-05-28 14:15:09,0.01,in,A
2025-05-28 14:09:35,2025-05-28 14:15:08,0.01,in,A
2025-05-28 14:08:40,2025-05-28 14:10:11,0.01,in,A
2025-05-28 14:07:20,2025-05-28 14:10:10,0.01,in,A
2025-05-28 14:05:56,2025-05-28 14:10:09,0.01,in,A
2025-05-28 14:04:03,2025-05-28 14:05:09,0.01,in,A
2025-05-28 14:01:17,2025-05-28 14:05:07,0.01,in,A
2025-05-28 13:55:55,2025-05-28 14:00:10,0.01,in,A
2025-05-28 13:54:23,2025-05-28 13:55:10,0.00,in,A
2025-05-28 13:51:47,2025-05-28 13:55:09,0.01,in,A
2025-05-28 13:48:41,2025-05-28 13:50:11,0.01,in,A
2025-05-28 13:46:50,2025-05-28 13:50:10,0.01,in,A
2025-05-28 13:45:42,2025-05-28 13:50:09,0.01,in,A
2025-05-28 13:44:57,2025-05-28 13:50:08,0.01,in,A
2025-05-28 13:43:52,2025-05-28 13:45:09,0.01,in,A
2025-05-28 13:43:12,2025-05-28 13:45:09,0.01,in,A
2025-05-28 13:42:28,2025-05-28 13:45:09,0.01,in,A
2025-05-28 13:41:51,2025-05-28 13:45:09,0.01,in,A
2025-05-28 13:39:52,2025-05-28 13:45:08,0.01,in,A
2025-05-28 13:39:26,2025-05-28 13:45:07,0.01,in,A
2025-05-28 13:38:55,2025-05-28 13:45:07,0.01,in,A
2025-05-28 13:38:23,2025-05-28 13:40:11,0.01,in,A
2025-05-28 13:37:37,2025-05-28 13:40:11,0.01,in,A
2025-05-28 13:37:33,2025-05-28 13:40:11,0.01,in,A
2025-05-28 13:37:06,2025-05-28 13:40:11,0.01,in,A
2025-05-28 13:36:18,2025-05-28 13:40:10,0.01,in,A
2025-05-28 13:35:42,2025-05-28 13:40:10,0.01,in,A
2025-05-28 13:35:25,2025-05-28 13:40:10,0.01,in,A
2025-05-28 13:35:06,2025-05-28 13:40:09,0.01,in,A
2025-05-28 13:34:50,2025-05-28 13:40:09,0.02,in,A
2025-05-28 13:34:47,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:34:34,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:34:21,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:34:04,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:33:47,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:33:28,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:33:13,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:32:59,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:32:45,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:32:29,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:32:10,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:31:54,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:31:40,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:31:23,2025-05-28 13:35:11,0.01,in,A
2025-05-28 13:31:08,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:30:54,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:30:35,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:30:18,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:29:57,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:29:37,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:29:19,2025-05-28 13:35:10,0.01,in,A
2025-05-28 13:29:06,2025-05-28 13:35:09,0.01,in,A
2025-05-28 13:28:45,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:28:23,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:28:05,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:27:33,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:27:05,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:50,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:25:56,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:25:42,2025-05-28 13:30:14,0.01,in,A
2025-05-28 13:25:13,2025-05-28 13:30:14,0.01,in,A
2025-05-28 13:24:47,2025-05-28 13:30:14,0.01,in,A
2025-05-28 13:24:43,2025-05-28 13:30:14,0.01,in,A
2025-05-28 13:24:28,2025-05-28 13:25:13,0.01,in,A
2025-05-28 13:23:55,2025-05-28 13:25:13,0.01,in,A
2025-05-28 13:23:33,2025-05-28 13:25:13,0.01,in,A
2025-05-28 13:23:00,2025-05-28 13:25:13,0.01,in,A
2025-05-28 13:22:19,2025-05-28 13:25:13,0.01,in,A
2025-05-28 13:21:39,2025-05-28 13:25:12,0.01,in,A
2025-05-28 13:20:58,2025-05-28 13:25:12,0.01,in,A
2025-05-28 13:20:25,2025-05-28 13:25:12,0.01,in,A
2025-05-28 13:19:57,2025-05-28 13:25:11,0.01,in,A
2025-05-28 13:19:20,2025-05-28 13:25:11,0.01,in,A
2025-05-28 13:19:04,2025-05-28 13:25:10,0.01,in,A
2025-05-28 13:18:26,2025-05-28 13:20:14,0.01,in,A
2025-05-28 13:18:07,2025-05-28 13:20:14,0.01,in,A
2025-05-28 13:17:49,2025-05-28 13:20:14,0.01,in,A
2025-05-28 13:17:02,2025-05-28 13:20:14,0.01,in,A
2025-05-28 13:15:32,2025-05-28 13:20:13,0.01,in,A
2025-05-28 13:14:22,2025-05-28 13:15:14,0.01,in,A
2025-05-28 13:07:22,2025-05-28 13:10:14,0.01,in,A
2025-05-28 12:55:51,2025-05-28 13:00:19,0.01,in,A
2025-05-28 12:54:23,2025-05-28 12:55:11,0.00,in,A
2025-05-28 11:54:23,2025-05-28 11:55:06,0.00,in,A
2025-05-28 10:54:23,2025-05-28 10:55:05,0.00,in,A
2025-05-28 09:54:23,2025-05-28 09:55:05,0.00,in,A
2025-05-28 08:54:23,2025-05-28 08:55:04,0.00,in,A
2025-05-28 07:54:23,2025-05-28 07:55:04,0.00,in,A
2025-05-28 06:54:23,2025-05-28 06:55:05,0.00,in,A
2025-05-28 05:54:23,2025-05-28 05:55:05,0.00,in,A
2025-05-28 04:54:23,2025-05-28 04:55:05,0.00,in,A
2025-05-28 03:54:23,2025-05-28 03:55:05,0.00,in,A
2025-05-28 02:54:23,2025-05-28 02:55:05,0.00,in,A
2025-05-28 01:54:23,2025-05-28 01:55:05,0.00,in,A
2025-05-28 00:54:23,2025-05-28 00:55:04,0.00,in,A
2025-05-27 23:54:23,2025-05-27 23:55:04,0.00,in,A
2025-05-27 22:54:23,2025-05-27 22:55:04,0.00,in,A
2025-05-27 21:54:23,2025-05-27 21:55:04,0.00,in,A
2025-05-27 20:54:23,2025-05-27 20:55:04,0.00,in,A
2025-05-27 19:54:23,2025-05-27 19:55:05,0.00,in,A
2025-05-27 18:54:23,2025-05-27 18:55:05,0.00,in,A
2025-05-27 17:54:23,2025-05-27 17:55:05,0.00,in,A
2025-05-27 16:54:23,2025-05-27 16:55:06,0.00,in,A
2025-05-27 15:54:23,2025-05-27 15:55:04,0.00,in,A
2025-05-27 14:54:23,2025-05-27 14:55:03,0.00,in,A
2025-05-27 13:54:23,2025-05-27 13:55:06,0.00,in,A
2025-05-27 12:54:23,2025-05-27 12:55:04,0.00,in,A
2025-05-27 11:54:23,2025-05-27 11:55:04,0.00,in,A
2025-05-27 10:54:23,2025-05-27 10:55:05,0.00,in,A
2025-05-27 09:54:23,2025-05-27 09:55:05,0.00,in,A
2025-05-27 08:54:23,2025-05-27 08:55:04,0.00,in,A
2025-05-27 08:06:52,2025-05-27 08:10:04,0.01,in,A
2025-05-27 07:54:23,2025-05-27 07:55:04,0.00,in,A
2025-05-27 07:22:52,2025-05-27 07:25:05,0.01,in,A
2025-05-27 07:17:37,2025-05-27 07:20:09,0.01,in,A
2025-05-27 07:13:43,2025-05-27 07:15:06,0.01,in,A
2025-05-27 07:11:27,2025-05-27 07:15:06,0.01,in,A
2025-05-27 07:09:17,2025-05-27 07:15:05,0.01,in,A
2025-05-27 07:08:21,2025-05-27 07:10:07,0.01,in,A
2025-05-27 07:06:28,2025-05-27 07:10:06,0.01,in,A
2025-05-27 07:01:55,2025-05-27 07:05:05,0.01,in,A
2025-05-27 06:57:11,2025-05-27 07:00:09,0.01,in,A
2025-05-27 06:54:23,2025-05-27 06:55:08,0.00,in,A
2025-05-27 06:52:28,2025-05-27 06:55:07,0.01,in,A
2025-05-27 06:45:51,2025-05-27 06:50:05,0.01,in,A
2025-05-27 06:00:36,2025-05-27 06:05:05,0.01,in,A
2025-05-27 05:54:23,2025-05-27 05:55:04,0.00,in,A
2025-05-27 05:13:09,2025-05-27 05:15:07,0.01,in,A
2025-05-27 05:07:02,2025-05-27 05:10:08,0.01,in,A
2025-05-27 04:56:40,2025-05-27 05:00:09,0.01,in,A
2025-05-27 04:54:23,2025-05-27 04:55:06,0.00,in,A
2025-05-27 04:43:09,2025-05-27 04:45:05,0.01,in,A
2025-05-27 04:37:26,2025-05-27 04:40:07,0.01,in,A
2025-05-27 04:34:22,2025-05-27 04:35:08,0.01,in,A
2025-05-27 04:28:58,2025-05-27 04:35:05,0.01,in,A
2025-05-27 04:21:15,2025-05-27 04:25:06,0.01,in,A
2025-05-27 04:14:13,2025-05-27 04:15:09,0.01,in,A
2025-05-27 04:04:15,2025-05-27 04:05:08,0.01,in,A
2025-05-27 03:54:23,2025-05-27 03:55:08,0.00,in,A
2025-05-27 03:46:41,2025-05-27 03:50:08,0.01,in,A
2025-05-27 03:39:07,2025-05-27 03:45:04,0.01,in,A
2025-05-27 03:26:36,2025-05-27 03:30:07,0.01,in,A
2025-05-27 03:22:38,2025-05-27 03:25:07,0.01,in,A
2025-05-27 03:16:33,2025-05-27 03:20:06,0.01,in,A
2025-05-27 03:10:57,2025-05-27 03:15:07,0.01,in,A
2025-05-27 02:57:05,2025-05-27 03:00:12,0.01,in,A
2025-05-27 02:54:23,2025-05-27 02:55:09,0.00,in,A
2025-05-27 02:48:53,2025-05-27 02:55:05,0.01,in,A
2025-05-27 02:35:54,2025-05-27 02:40:11,0.01,in,A
2025-05-27 02:26:49,2025-05-27 02:30:14,0.01,in,A
2025-05-27 02:22:20,2025-05-27 02:25:11,0.01,in,A
2025-05-27 02:19:11,2025-05-27 02:25:09,0.01,in,A
2025-05-27 02:17:46,2025-05-27 02:20:13,0.01,in,A
2025-05-27 02:16:19,2025-05-27 02:20:12,0.01,in,A
2025-05-27 02:15:22,2025-05-27 02:20:12,0.01,in,A
2025-05-27 02:14:09,2025-05-27 02:15:12,0.01,in,A
2025-05-27 02:13:31,2025-05-27 02:15:12,0.01,in,A
2025-05-27 02:12:29,2025-05-27 02:15:11,0.01,in,A
2025-05-27 02:11:47,2025-05-27 02:15:11,0.01,in,A
2025-05-27 02:11:01,2025-05-27 02:15:11,0.01,in,A
2025-05-27 02:10:35,2025-05-27 02:15:10,0.01,in,A
2025-05-27 02:10:27,2025-05-27 02:15:10,0.01,in,A
2025-05-27 02:10:05,2025-05-27 02:15:10,0.01,in,A
2025-05-27 02:09:31,2025-05-27 02:15:09,0.01,in,A
2025-05-27 02:08:50,2025-05-27 02:15:09,0.01,in,A
