path,filename,turbidity
/home/bmt.lamar.edu/bgautam3/Band_27/HD3904.JPG,HD3904.JPG,27.7
/home/bmt.lamar.edu/bgautam3/Band_27/HD2764.JPG,HD2764.JPG,32.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD4582.JPG,HD4582.JPG,21.18
/home/bmt.lamar.edu/bgautam3/Band_27/HD3590.JPG,HD3590.JPG,33.79
/home/bmt.lamar.edu/bgautam3/Band_27/HD3624.JPG,HD3624.JPG,55.75
/home/bmt.lamar.edu/bgautam3/Band_27/HD3815.JPG,HD3815.JPG,21.3
/home/bmt.lamar.edu/bgautam3/Band_27/HD2843.JPG,HD2843.JPG,29.42
/home/bmt.lamar.edu/bgautam3/Band_27/HD4463.JPG,HD4463.JPG,19.19
/home/bmt.lamar.edu/bgautam3/Band_27/HD4665.JPG,HD4665.JPG,19.67
/home/bmt.lamar.edu/bgautam3/Band_27/HD4585.JPG,HD4585.JPG,23.12
/home/bmt.lamar.edu/bgautam3/Band_27/HD4281.JPG,HD4281.JPG,18.57
/home/bmt.lamar.edu/bgautam3/Band_27/HD4649.JPG,HD4649.JPG,23.02
/home/bmt.lamar.edu/bgautam3/Band_27/HD2841.JPG,HD2841.JPG,30.94
/home/bmt.lamar.edu/bgautam3/Band_27/HD4201.JPG,HD4201.JPG,19.5
/home/bmt.lamar.edu/bgautam3/Band_27/HD4464.JPG,HD4464.JPG,21.68
/home/bmt.lamar.edu/bgautam3/Band_27/HD3036.JPG,HD3036.JPG,25.03
/home/bmt.lamar.edu/bgautam3/Band_27/HD3912.JPG,HD3912.JPG,24.31
/home/bmt.lamar.edu/bgautam3/Band_27/HD3711.JPG,HD3711.JPG,23.42
/home/bmt.lamar.edu/bgautam3/Band_27/HD4568.JPG,HD4568.JPG,30.16
/home/bmt.lamar.edu/bgautam3/Band_27/HD4096.JPG,HD4096.JPG,18.33
/home/bmt.lamar.edu/bgautam3/Band_27/HD3504.JPG,HD3504.JPG,45.61
/home/bmt.lamar.edu/bgautam3/Band_27/HD3519.JPG,HD3519.JPG,44.7
/home/bmt.lamar.edu/bgautam3/Band_27/HD4175.JPG,HD4175.JPG,16.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD4360.JPG,HD4360.JPG,29.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD3887.JPG,HD3887.JPG,28.31
/home/bmt.lamar.edu/bgautam3/Band_27/HD3026.JPG,HD3026.JPG,24.82
/home/bmt.lamar.edu/bgautam3/Band_27/HD3424.JPG,HD3424.JPG,29.78
/home/bmt.lamar.edu/bgautam3/Band_27/HD3593.JPG,HD3593.JPG,32.15
/home/bmt.lamar.edu/bgautam3/Band_27/HD2923.JPG,HD2923.JPG,25.7
/home/bmt.lamar.edu/bgautam3/Band_27/HD4551.JPG,HD4551.JPG,17.14
/home/bmt.lamar.edu/bgautam3/Band_27/HD3337.JPG,HD3337.JPG,33.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD4271.JPG,HD4271.JPG,17.79
/home/bmt.lamar.edu/bgautam3/Band_27/HD4358.JPG,HD4358.JPG,33.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD2731.JPG,HD2731.JPG,27.33
/home/bmt.lamar.edu/bgautam3/Band_27/HD3697.JPG,HD3697.JPG,21.23
/home/bmt.lamar.edu/bgautam3/Band_27/HD4168.JPG,HD4168.JPG,18.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD3785.JPG,HD3785.JPG,22.31
/home/bmt.lamar.edu/bgautam3/Band_27/HD3035.JPG,HD3035.JPG,25.16
/home/bmt.lamar.edu/bgautam3/Band_27/HD4471.JPG,HD4471.JPG,18.86
/home/bmt.lamar.edu/bgautam3/Band_27/HD3617.JPG,HD3617.JPG,58.96
/home/bmt.lamar.edu/bgautam3/Band_27/HD3702.JPG,HD3702.JPG,25.17
/home/bmt.lamar.edu/bgautam3/Band_27/HD3800.JPG,HD3800.JPG,23.19
/home/bmt.lamar.edu/bgautam3/Band_27/HD4273.JPG,HD4273.JPG,17.78
/home/bmt.lamar.edu/bgautam3/Band_27/HD4199.JPG,HD4199.JPG,17.8
/home/bmt.lamar.edu/bgautam3/Band_27/HD3913.JPG,HD3913.JPG,26.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD3147.JPG,HD3147.JPG,21.56
/home/bmt.lamar.edu/bgautam3/Band_27/HD3807.JPG,HD3807.JPG,22.12
/home/bmt.lamar.edu/bgautam3/Band_27/HD3880.JPG,HD3880.JPG,28.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD3792.JPG,HD3792.JPG,21.47
/home/bmt.lamar.edu/bgautam3/Band_27/HD3425.JPG,HD3425.JPG,30.15
/home/bmt.lamar.edu/bgautam3/Band_27/HD3415.JPG,HD3415.JPG,30.11
/home/bmt.lamar.edu/bgautam3/Band_27/HD3985.JPG,HD3985.JPG,35.91
/home/bmt.lamar.edu/bgautam3/Band_27/HD3790.JPG,HD3790.JPG,21.56
/home/bmt.lamar.edu/bgautam3/Band_27/HD3993.JPG,HD3993.JPG,18.81
/home/bmt.lamar.edu/bgautam3/Band_27/HD3027.JPG,HD3027.JPG,25.78
/home/bmt.lamar.edu/bgautam3/Band_27/HD4089.JPG,HD4089.JPG,17.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD3234.JPG,HD3234.JPG,21.52
/home/bmt.lamar.edu/bgautam3/Band_27/HD3592.JPG,HD3592.JPG,33.76
/home/bmt.lamar.edu/bgautam3/Band_27/HD4081.JPG,HD4081.JPG,17.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD2763.JPG,HD2763.JPG,33.68
/home/bmt.lamar.edu/bgautam3/Band_27/HD3688.JPG,HD3688.JPG,20.27
/home/bmt.lamar.edu/bgautam3/Band_27/HD3124.JPG,HD3124.JPG,22.1
/home/bmt.lamar.edu/bgautam3/Band_27/HD3313.JPG,HD3313.JPG,22.69
/home/bmt.lamar.edu/bgautam3/Band_27/HD2828.JPG,HD2828.JPG,30.66
/home/bmt.lamar.edu/bgautam3/Band_27/HD3044.JPG,HD3044.JPG,24.08
/home/bmt.lamar.edu/bgautam3/Band_27/HD3431.JPG,HD3431.JPG,29.27
/home/bmt.lamar.edu/bgautam3/Band_27/HD4263.JPG,HD4263.JPG,18.11
/home/bmt.lamar.edu/bgautam3/Band_27/HD4489.JPG,HD4489.JPG,20.19
/home/bmt.lamar.edu/bgautam3/Band_27/HD3879.JPG,HD3879.JPG,25.2
/home/bmt.lamar.edu/bgautam3/Band_27/HD3210.JPG,HD3210.JPG,19.87
/home/bmt.lamar.edu/bgautam3/Band_27/HD2859.JPG,HD2859.JPG,35.57
/home/bmt.lamar.edu/bgautam3/Band_27/HD3599.JPG,HD3599.JPG,35.07
/home/bmt.lamar.edu/bgautam3/Band_27/HD2922.JPG,HD2922.JPG,27.52
/home/bmt.lamar.edu/bgautam3/Band_27/HD2851.JPG,HD2851.JPG,30.07
/home/bmt.lamar.edu/bgautam3/Band_27/HD4193.JPG,HD4193.JPG,18.01
/home/bmt.lamar.edu/bgautam3/Band_27/HD4359.JPG,HD4359.JPG,31.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD4647.JPG,HD4647.JPG,27.58
/home/bmt.lamar.edu/bgautam3/Band_27/HD3905.JPG,HD3905.JPG,25.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD3243.JPG,HD3243.JPG,20.77
/home/bmt.lamar.edu/bgautam3/Band_27/HD3216.JPG,HD3216.JPG,22.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD3976.JPG,HD3976.JPG,18.06
/home/bmt.lamar.edu/bgautam3/Band_27/HD4375.JPG,HD4375.JPG,22.69
/home/bmt.lamar.edu/bgautam3/Band_27/HD4567.JPG,HD4567.JPG,71.46
/home/bmt.lamar.edu/bgautam3/Band_27/HD4553.JPG,HD4553.JPG,18.13
/home/bmt.lamar.edu/bgautam3/Band_27/HD3401.JPG,HD3401.JPG,25.75
/home/bmt.lamar.edu/bgautam3/Band_27/HD2849.JPG,HD2849.JPG,29.52
/home/bmt.lamar.edu/bgautam3/Band_27/HD3713.JPG,HD3713.JPG,26.62
/home/bmt.lamar.edu/bgautam3/Band_27/HD3050.JPG,HD3050.JPG,21.7
/home/bmt.lamar.edu/bgautam3/Band_27/HD2956.JPG,HD2956.JPG,31.5
/home/bmt.lamar.edu/bgautam3/Band_27/HD4390.JPG,HD4390.JPG,20.44
/home/bmt.lamar.edu/bgautam3/Band_27/HD3689.JPG,HD3689.JPG,20.58
/home/bmt.lamar.edu/bgautam3/Band_27/HD3888.JPG,HD3888.JPG,27.34
/home/bmt.lamar.edu/bgautam3/Band_27/HD3878.JPG,HD3878.JPG,21.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD3712.JPG,HD3712.JPG,23.69
/home/bmt.lamar.edu/bgautam3/Band_27/HD3235.JPG,HD3235.JPG,24.98
/home/bmt.lamar.edu/bgautam3/Band_27/HD4384.JPG,HD4384.JPG,26.21
/home/bmt.lamar.edu/bgautam3/Band_27/HD3513.JPG,HD3513.JPG,34.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD3896.JPG,HD3896.JPG,30.1
/home/bmt.lamar.edu/bgautam3/Band_27/HD3240.JPG,HD3240.JPG,21.92
/home/bmt.lamar.edu/bgautam3/Band_27/HD3121.JPG,HD3121.JPG,21.64
/home/bmt.lamar.edu/bgautam3/Band_27/HD4287.JPG,HD4287.JPG,20.03
/home/bmt.lamar.edu/bgautam3/Band_27/HD3123.JPG,HD3123.JPG,22.59
/home/bmt.lamar.edu/bgautam3/Band_27/HD2954.JPG,HD2954.JPG,33.99
/home/bmt.lamar.edu/bgautam3/Band_27/HD4176.JPG,HD4176.JPG,16.03
/home/bmt.lamar.edu/bgautam3/Band_27/HD3895.JPG,HD3895.JPG,30.28
/home/bmt.lamar.edu/bgautam3/Band_27/HD3529.JPG,HD3529.JPG,40.04
/home/bmt.lamar.edu/bgautam3/Band_27/HD3799.JPG,HD3799.JPG,21.44
/home/bmt.lamar.edu/bgautam3/Band_27/HD4470.JPG,HD4470.JPG,20.32
/home/bmt.lamar.edu/bgautam3/Band_27/HD3328.JPG,HD3328.JPG,27.45
/home/bmt.lamar.edu/bgautam3/Band_27/HD3139.JPG,HD3139.JPG,22.66
/home/bmt.lamar.edu/bgautam3/Band_27/HD3783.JPG,HD3783.JPG,20.81
/home/bmt.lamar.edu/bgautam3/Band_27/HD4296.JPG,HD4296.JPG,19.45
/home/bmt.lamar.edu/bgautam3/Band_27/HD3329.JPG,HD3329.JPG,24.83
/home/bmt.lamar.edu/bgautam3/Band_27/HD3305.JPG,HD3305.JPG,21.69
/home/bmt.lamar.edu/bgautam3/Band_27/HD3208.JPG,HD3208.JPG,19.62
/home/bmt.lamar.edu/bgautam3/Band_27/HD3695.JPG,HD3695.JPG,22.43
/home/bmt.lamar.edu/bgautam3/Band_27/HD4368.JPG,HD4368.JPG,27.04
/home/bmt.lamar.edu/bgautam3/Band_27/HD3049.JPG,HD3049.JPG,22.01
/home/bmt.lamar.edu/bgautam3/Band_27/HD3232.JPG,HD3232.JPG,21.91
/home/bmt.lamar.edu/bgautam3/Band_27/HD4185.JPG,HD4185.JPG,19.22
/home/bmt.lamar.edu/bgautam3/Band_27/HD2932.JPG,HD2932.JPG,23.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD3138.JPG,HD3138.JPG,21.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD2930.JPG,HD2930.JPG,24.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD3601.JPG,HD3601.JPG,33.21
/home/bmt.lamar.edu/bgautam3/Band_27/HD3020.JPG,HD3020.JPG,25.68
/home/bmt.lamar.edu/bgautam3/Band_27/HD4279.JPG,HD4279.JPG,17.04
/home/bmt.lamar.edu/bgautam3/Band_27/HD4393.JPG,HD4393.JPG,18.57
/home/bmt.lamar.edu/bgautam3/Band_27/HD4648.JPG,HD4648.JPG,22.31
/home/bmt.lamar.edu/bgautam3/Band_27/HD3511.JPG,HD3511.JPG,37.4
/home/bmt.lamar.edu/bgautam3/Band_27/HD3130.JPG,HD3130.JPG,21.39
/home/bmt.lamar.edu/bgautam3/Band_27/HD3017.JPG,HD3017.JPG,25.19
/home/bmt.lamar.edu/bgautam3/Band_27/HD3894.JPG,HD3894.JPG,29.18
/home/bmt.lamar.edu/bgautam3/Band_27/HD3984.JPG,HD3984.JPG,20.74
/home/bmt.lamar.edu/bgautam3/Band_27/HD4575.JPG,HD4575.JPG,31.36
/home/bmt.lamar.edu/bgautam3/Band_27/HD3398.JPG,HD3398.JPG,25.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD3703.JPG,HD3703.JPG,24.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD2755.JPG,HD2755.JPG,34.82
/home/bmt.lamar.edu/bgautam3/Band_27/HD3527.JPG,HD3527.JPG,44.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD3052.JPG,HD3052.JPG,22.12
/home/bmt.lamar.edu/bgautam3/Band_27/HD3432.JPG,HD3432.JPG,33.99
/home/bmt.lamar.edu/bgautam3/Band_27/HD3304.JPG,HD3304.JPG,22.02
/home/bmt.lamar.edu/bgautam3/Band_27/HD3122.JPG,HD3122.JPG,23.81
/home/bmt.lamar.edu/bgautam3/Band_27/HD3335.JPG,HD3335.JPG,27.49
/home/bmt.lamar.edu/bgautam3/Band_27/HD3608.JPG,HD3608.JPG,42.42
/home/bmt.lamar.edu/bgautam3/Band_27/HD3113.JPG,HD3113.JPG,20.53
/home/bmt.lamar.edu/bgautam3/Band_27/HD3616.JPG,HD3616.JPG,66.55
/home/bmt.lamar.edu/bgautam3/Band_27/HD3306.JPG,HD3306.JPG,21.06
/home/bmt.lamar.edu/bgautam3/Band_27/HD3782.JPG,HD3782.JPG,23.71
/home/bmt.lamar.edu/bgautam3/Band_27/HD3218.JPG,HD3218.JPG,23.62
/home/bmt.lamar.edu/bgautam3/Band_27/HD3983.JPG,HD3983.JPG,17.95
/home/bmt.lamar.edu/bgautam3/Band_27/HD2844.JPG,HD2844.JPG,29.63
/home/bmt.lamar.edu/bgautam3/Band_27/HD4584.JPG,HD4584.JPG,21.42
/home/bmt.lamar.edu/bgautam3/Band_27/HD3226.JPG,HD3226.JPG,23.01
/home/bmt.lamar.edu/bgautam3/Band_27/HD3607.JPG,HD3607.JPG,39.57
/home/bmt.lamar.edu/bgautam3/Band_27/HD4007.JPG,HD4007.JPG,19.66
/home/bmt.lamar.edu/bgautam3/Band_27/HD3409.JPG,HD3409.JPG,29.1
/home/bmt.lamar.edu/bgautam3/Band_27/HD3999.JPG,HD3999.JPG,20.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD3809.JPG,HD3809.JPG,21.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD4662.JPG,HD4662.JPG,20.26
/home/bmt.lamar.edu/bgautam3/Band_27/HD3400.JPG,HD3400.JPG,25.79
/home/bmt.lamar.edu/bgautam3/Band_27/HD2753.JPG,HD2753.JPG,32.14
/home/bmt.lamar.edu/bgautam3/Band_27/HD2929.JPG,HD2929.JPG,26.05
/home/bmt.lamar.edu/bgautam3/Band_27/HD3609.JPG,HD3609.JPG,39.27
/home/bmt.lamar.edu/bgautam3/Band_27/HD3719.JPG,HD3719.JPG,22.32
/home/bmt.lamar.edu/bgautam3/Band_27/HD2850.JPG,HD2850.JPG,29.47
/home/bmt.lamar.edu/bgautam3/Band_27/HD2827.JPG,HD2827.JPG,32.1
/home/bmt.lamar.edu/bgautam3/Band_27/HD3718.JPG,HD3718.JPG,22.82
/home/bmt.lamar.edu/bgautam3/Band_27/HD4486.JPG,HD4486.JPG,21.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD3686.JPG,HD3686.JPG,20.43
/home/bmt.lamar.edu/bgautam3/Band_27/HD4286.JPG,HD4286.JPG,24.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD2833.JPG,HD2833.JPG,30.54
/home/bmt.lamar.edu/bgautam3/Band_27/HD3417.JPG,HD3417.JPG,30.49
/home/bmt.lamar.edu/bgautam3/Band_27/HD4191.JPG,HD4191.JPG,18.14
/home/bmt.lamar.edu/bgautam3/Band_27/HD4102.JPG,HD4102.JPG,18.18
/home/bmt.lamar.edu/bgautam3/Band_27/HD3975.JPG,HD3975.JPG,19.38
/home/bmt.lamar.edu/bgautam3/Band_27/HD2745.JPG,HD2745.JPG,31.78
/home/bmt.lamar.edu/bgautam3/Band_27/HD4376.JPG,HD4376.JPG,21.22
/home/bmt.lamar.edu/bgautam3/Band_27/HD3114.JPG,HD3114.JPG,20.58
/home/bmt.lamar.edu/bgautam3/Band_27/HD2924.JPG,HD2924.JPG,29.29
/home/bmt.lamar.edu/bgautam3/Band_27/HD2842.JPG,HD2842.JPG,29.51
/home/bmt.lamar.edu/bgautam3/Band_27/HD2852.JPG,HD2852.JPG,29.26
/home/bmt.lamar.edu/bgautam3/Band_27/HD3710.JPG,HD3710.JPG,24.18
/home/bmt.lamar.edu/bgautam3/Band_27/HD3623.JPG,HD3623.JPG,54.4
/home/bmt.lamar.edu/bgautam3/Band_27/HD3600.JPG,HD3600.JPG,34.38
/home/bmt.lamar.edu/bgautam3/Band_27/HD2938.JPG,HD2938.JPG,22.63
/home/bmt.lamar.edu/bgautam3/Band_27/HD4462.JPG,HD4462.JPG,19.14
/home/bmt.lamar.edu/bgautam3/Band_27/HD3591.JPG,HD3591.JPG,32.64
/home/bmt.lamar.edu/bgautam3/Band_27/HD3116.JPG,HD3116.JPG,21.68
/home/bmt.lamar.edu/bgautam3/Band_27/HD4480.JPG,HD4480.JPG,16.81
/home/bmt.lamar.edu/bgautam3/Band_27/HD2762.JPG,HD2762.JPG,36.16
/home/bmt.lamar.edu/bgautam3/Band_27/HD2858.JPG,HD2858.JPG,33.9
/home/bmt.lamar.edu/bgautam3/Band_27/HD3406.JPG,HD3406.JPG,31.28
/home/bmt.lamar.edu/bgautam3/Band_27/HD3801.JPG,HD3801.JPG,21.89
/home/bmt.lamar.edu/bgautam3/Band_27/HD3977.JPG,HD3977.JPG,17.62
/home/bmt.lamar.edu/bgautam3/Band_27/HD4367.JPG,HD4367.JPG,27.41
/home/bmt.lamar.edu/bgautam3/Band_27/HD3720.JPG,HD3720.JPG,23.47
/home/bmt.lamar.edu/bgautam3/Band_27/HD3131.JPG,HD3131.JPG,21.41
/home/bmt.lamar.edu/bgautam3/Band_27/HD4200.JPG,HD4200.JPG,18.39
/home/bmt.lamar.edu/bgautam3/Band_27/HD3694.JPG,HD3694.JPG,21.15
/home/bmt.lamar.edu/bgautam3/Band_27/HD3019.JPG,HD3019.JPG,25.04
/home/bmt.lamar.edu/bgautam3/Band_27/HD4663.JPG,HD4663.JPG,20.49
/home/bmt.lamar.edu/bgautam3/Band_27/HD4294.JPG,HD4294.JPG,18.91
/home/bmt.lamar.edu/bgautam3/Band_27/HD4192.JPG,HD4192.JPG,17.97
/home/bmt.lamar.edu/bgautam3/Band_27/HD4080.JPG,HD4080.JPG,17.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD4583.JPG,HD4583.JPG,23.37
/home/bmt.lamar.edu/bgautam3/Band_27/HD2834.JPG,HD2834.JPG,31.43
/home/bmt.lamar.edu/bgautam3/Band_27/HD3241.JPG,HD3241.JPG,22.09
/home/bmt.lamar.edu/bgautam3/Band_27/HD3033.JPG,HD3033.JPG,24.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD3312.JPG,HD3312.JPG,21.97
/home/bmt.lamar.edu/bgautam3/Band_27/HD4006.JPG,HD4006.JPG,20.65
/home/bmt.lamar.edu/bgautam3/Band_27/HD3814.JPG,HD3814.JPG,21.74
/home/bmt.lamar.edu/bgautam3/Band_27/HD3886.JPG,HD3886.JPG,28.97
/home/bmt.lamar.edu/bgautam3/Band_27/HD3625.JPG,HD3625.JPG,58.45
/home/bmt.lamar.edu/bgautam3/Band_27/HD4561.JPG,HD4561.JPG,17.05
/home/bmt.lamar.edu/bgautam3/Band_27/HD2836.JPG,HD2836.JPG,29.38
/home/bmt.lamar.edu/bgautam3/Band_27/HD2921.JPG,HD2921.JPG,23.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD3211.JPG,HD3211.JPG,20.16
/home/bmt.lamar.edu/bgautam3/Band_27/HD3146.JPG,HD3146.JPG,21.48
/home/bmt.lamar.edu/bgautam3/Band_27/HD4272.JPG,HD4272.JPG,16.48
/home/bmt.lamar.edu/bgautam3/Band_27/HD3303.JPG,HD3303.JPG,22.93
/home/bmt.lamar.edu/bgautam3/Band_27/HD3687.JPG,HD3687.JPG,20.2
/home/bmt.lamar.edu/bgautam3/Band_27/HD4073.JPG,HD4073.JPG,21.27
/home/bmt.lamar.edu/bgautam3/Band_27/HD3414.JPG,HD3414.JPG,30.59
/home/bmt.lamar.edu/bgautam3/Band_27/HD4550.JPG,HD4550.JPG,18.07
/home/bmt.lamar.edu/bgautam3/Band_27/HD4479.JPG,HD4479.JPG,17.85
/home/bmt.lamar.edu/bgautam3/Band_27/HD3217.JPG,HD3217.JPG,21.61
/home/bmt.lamar.edu/bgautam3/Band_27/HD4000.JPG,HD4000.JPG,20.25
/home/bmt.lamar.edu/bgautam3/Band_27/HD3889.JPG,HD3889.JPG,28.5
/home/bmt.lamar.edu/bgautam3/Band_27/HD4008.JPG,HD4008.JPG,19.34
/home/bmt.lamar.edu/bgautam3/Band_27/HD2931.JPG,HD2931.JPG,25.61
/home/bmt.lamar.edu/bgautam3/Band_27/HD3982.JPG,HD3982.JPG,17.17
/home/bmt.lamar.edu/bgautam3/Band_27/HD4369.JPG,HD4369.JPG,26.16
/home/bmt.lamar.edu/bgautam3/Band_27/HD3043.JPG,HD3043.JPG,24.22
/home/bmt.lamar.edu/bgautam3/Band_27/HD3791.JPG,HD3791.JPG,20.73
/home/bmt.lamar.edu/bgautam3/Band_27/HD4183.JPG,HD4183.JPG,16.14
/home/bmt.lamar.edu/bgautam3/Band_27/HD3319.JPG,HD3319.JPG,22.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD3798.JPG,HD3798.JPG,21.89
/home/bmt.lamar.edu/bgautam3/Band_27/HD4105.JPG,HD4105.JPG,18.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD2730.JPG,HD2730.JPG,28.15
/home/bmt.lamar.edu/bgautam3/Band_27/HD2729.JPG,HD2729.JPG,27.0
/home/bmt.lamar.edu/bgautam3/Band_27/HD4577.JPG,HD4577.JPG,36.72
/home/bmt.lamar.edu/bgautam3/Band_27/HD4184.JPG,HD4184.JPG,16.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD2737.JPG,HD2737.JPG,27.46
/home/bmt.lamar.edu/bgautam3/Band_27/HD3991.JPG,HD3991.JPG,22.39
/home/bmt.lamar.edu/bgautam3/Band_27/HD4198.JPG,HD4198.JPG,18.78
/home/bmt.lamar.edu/bgautam3/Band_27/HD3495.JPG,HD3495.JPG,34.61
/home/bmt.lamar.edu/bgautam3/Band_27/HD3910.JPG,HD3910.JPG,27.94
/home/bmt.lamar.edu/bgautam3/Band_27/HD3227.JPG,HD3227.JPG,21.84
/home/bmt.lamar.edu/bgautam3/Band_27/HD3137.JPG,HD3137.JPG,20.86
/home/bmt.lamar.edu/bgautam3/Band_27/HD3615.JPG,HD3615.JPG,51.56
/home/bmt.lamar.edu/bgautam3/Band_27/HD2738.JPG,HD2738.JPG,28.12
/home/bmt.lamar.edu/bgautam3/Band_27/HD4656.JPG,HD4656.JPG,21.28
/home/bmt.lamar.edu/bgautam3/Band_27/HD3784.JPG,HD3784.JPG,21.19
/home/bmt.lamar.edu/bgautam3/Band_27/HD3330.JPG,HD3330.JPG,26.64
/home/bmt.lamar.edu/bgautam3/Band_27/HD3041.JPG,HD3041.JPG,24.33
/home/bmt.lamar.edu/bgautam3/Band_27/HD4654.JPG,HD4654.JPG,21.13
/home/bmt.lamar.edu/bgautam3/Band_27/HD3496.JPG,HD3496.JPG,35.27
/home/bmt.lamar.edu/bgautam3/Band_27/HD3505.JPG,HD3505.JPG,45.94
/home/bmt.lamar.edu/bgautam3/Band_27/HD4079.JPG,HD4079.JPG,18.58
/home/bmt.lamar.edu/bgautam3/Band_27/HD3233.JPG,HD3233.JPG,22.61
/home/bmt.lamar.edu/bgautam3/Band_27/HD4456.JPG,HD4456.JPG,17.79
/home/bmt.lamar.edu/bgautam3/Band_27/HD2747.JPG,HD2747.JPG,34.33
/home/bmt.lamar.edu/bgautam3/Band_27/HD4177.JPG,HD4177.JPG,16.17
/home/bmt.lamar.edu/bgautam3/Band_27/HD2947.JPG,HD2947.JPG,25.5
/home/bmt.lamar.edu/bgautam3/Band_27/HD2748.JPG,HD2748.JPG,33.18
/home/bmt.lamar.edu/bgautam3/Band_27/HD4009.JPG,HD4009.JPG,19.95
/home/bmt.lamar.edu/bgautam3/Band_27/HD4071.JPG,HD4071.JPG,17.79
/home/bmt.lamar.edu/bgautam3/Band_27/HD2740.JPG,HD2740.JPG,26.81
/home/bmt.lamar.edu/bgautam3/Band_27/HD4366.JPG,HD4366.JPG,27.41
/home/bmt.lamar.edu/bgautam3/Band_27/HD4457.JPG,HD4457.JPG,18.09
/home/bmt.lamar.edu/bgautam3/Band_27/HD3512.JPG,HD3512.JPG,38.51
/home/bmt.lamar.edu/bgautam3/Band_27/HD2739.JPG,HD2739.JPG,27.6
/home/bmt.lamar.edu/bgautam3/Band_27/HD4297.JPG,HD4297.JPG,21.75
/home/bmt.lamar.edu/bgautam3/Band_27/HD3806.JPG,HD3806.JPG,23.4
